Summary,Description,Priority,Status,Reporter,Assignee,Request type,Issue Type,Categoría,Date Created,Comment,Comment,Comment,Comment,Comment,Comment
acho que a taxa de saque em cripto esta muito alta hoje,"fui sacar USDT e a taxa de rede sugerida estava bem mais alta que o normal, isso é a Tokenia cobrando mais",Medium,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Tarifas e comissões,30/Dec/25 2:45 PM,"30/Dec/25 3:39 PM;maxyjulio18@gmail.com;Olá! A taxa de rede exibida reflete o valor cobrado pela própria blockchain no momento, que pode variar bastante conforme o congestionamento da rede, e não é definida pela Tokenia. Vamos verificar o horário que você tentou pra confirmar se estava dentro do esperado.",30/Dec/25 3:50 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;foi por volta das 19h de hoje,,,,
qual a taxa de saque de bitcoin pra carteira externa,queria saber quanto custa em media sacar bitcoin pra uma carteira fora da Tokenia,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Tarifas e comissões,16/Nov/25 10:48 AM,"16/Nov/25 4:47 PM;maxyjulio18@gmail.com;Olá! A taxa de saque de Bitcoin corresponde à taxa de rede vigente no momento da transação, exibida antes de você confirmar o saque, então pode variar um pouco ao longo do dia.","16/Nov/25 5:16 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;entendi, obrigado pela explicação",,,,
posso acessar a conta de mais de um dispositivo ao mesmo tempo,"uso a conta no celular e no computador, isso pode dar algum problema de acesso",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxi220julio@gmail.com,Tokenia App,Service Request,Acesso e autenticação,16/Dec/25 8:53 AM,16/Dec/25 10:16 AM;maxi220julio@gmail.com;Olá! Não há problema em acessar sua conta de múltiplos dispositivos simultaneamente. Você pode acompanhar todas as sessões ativas na seção de segurança do seu perfil.,"16/Dec/25 10:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;que bom, obrigado pela informação",,,,
queria trocar o metodo de 2FA mas desisti,ia trocar meu metodo de autenticação de dois fatores mas percebi que nao precisava mais,Low,Canceled,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,18/May/24 2:04 PM,"18/May/24 6:16 PM;maximilianojavierjulio@gmail.com;Olá! Sem problemas, ficamos à disposição caso mude de ideia no futuro.",,,,,
"não consigo entrar de jeito nenhum, ja tentei tudo","ja tentei redefinir senha, tentei o 2FA, nada funciona, minha conta parece completamente travada",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927,maxyjulio18@gmail.com,Tokenia App,Service Request,Acesso e autenticação,22/Nov/25 8:12 AM,"22/Nov/25 8:20 AM;maxyjulio18@gmail.com;Olá, sentimos muito pela situação. Como já tentou os procedimentos padrão sem sucesso, vou escalar seu caso para nosso time técnico especializado investigar o que está impedindo o acesso.","22/Nov/25 8:32 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927;por favor, preciso urgente entrar na minha conta","22/Nov/25 8:58 AM;maxyjulio18@gmail.com;Entendemos a urgência. Já priorizei seu atendimento. Nosso time vai analisar os logs da sua conta e retornar com uma solução o quanto antes, normalmente em algumas horas.",,,
posso comprar fração de bitcoin,"nao tenho dinheiro pra comprar um bitcoin inteiro, da pra comprar so uma fração dele",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6,maxi220julio@gmail.com,Tokenia Email,General request,Operações de compra/venda cripto,5/Feb/26 7:56 PM,"6/Feb/26 12:44 AM;maxi220julio@gmail.com;Olá! Sim, você pode comprar frações de Bitcoin, a partir do valor mínimo de R$10 por operação. Não é necessário comprar a unidade inteira.","6/Feb/26 2:00 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6;que bom, vou comecar comprando um valor pequeno entao. obrigado",,,,
minha ordem ficou presa em processando por horas,fiz uma ordem de compra de ethereum e ela ficou travada em status processando ha mais de 3 horas,High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8,maxi220julio@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,20/Dec/24 11:54 PM,"21/Dec/24 12:49 AM;maxi220julio@gmail.com;Olá, obrigado por reportar. Identificamos uma lentidão pontual no processamento de algumas ordens hoje e nosso time técnico já está atuando na correção. Vamos acompanhar sua ordem especificamente e te atualizar em breve.","21/Dec/24 1:01 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;ok, fico no aguardo entao",,,,
existe valor maximo pra uma unica compra,"queria fazer uma compra grande de uma vez, tem algum teto maximo por operação",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed,maxi220julio@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,28/May/24 8:37 AM,"28/May/24 10:46 AM;maxi220julio@gmail.com;Olá! Não existe um valor máximo fixo por operação individual, mas seu limite diário total continua se aplicando normalmente.","28/May/24 12:07 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed;entendi, obrigado pela informação",,,,
conversão de dolar pra real ficou travada,tentei converter um saldo em dolar pra reais e a operação ficou parada em andamento por bastante tempo,High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3,maxyjulio18@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,3/Sep/24 5:41 AM,3/Sep/24 6:35 AM;maxyjulio18@gmail.com;Olá! Verificamos sua operação e identificamos uma instabilidade pontual no serviço de câmbio interno naquele horário. Já foi normalizado e sua conversão foi concluída com sucesso.,"3/Sep/24 6:45 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3;confirmei aqui, ja apareceu o saldo em reais. obrigado",,,,
quero entender a diferença entre saldo fiat e saldo cripto,vi que tenho duas abas separadas de saldo e nao entendi bem a diferença entre elas,Medium,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxi220julio@gmail.com,Tokenia Email,General request,Operações de compra/venda fiat,10/Apr/25 2:02 AM,"10/Apr/25 4:50 AM;maxi220julio@gmail.com;Olá! O saldo fiat corresponde ao dinheiro em reais (ou outras moedas fiduciárias) disponível na sua conta, enquanto o saldo cripto reúne suas criptomoedas. Você poderia me dizer qual ação específica está tentando fazer para eu te orientar melhor?","10/Apr/25 5:45 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;queria fazer um saque, vou verificar em qual aba ta o valor certo",,,,
posso agendar uma compra recorrente em reais,"queria configurar uma compra automatica toda semana usando meu saldo em reais, isso é possivel",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Operações de compra/venda fiat,9/Feb/26 6:34 AM,"9/Feb/26 9:20 AM;maximilianojavierjulio@gmail.com;Olá! Sim, é possível configurar compras recorrentes na seção 'Investimento programado', escolhendo a criptomoeda, o valor e a frequência desejada.","9/Feb/26 10:23 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3;perfeito, vou configurar agora. obrigado",,,,
saque de cripto não chegou na carteira externa,"saquei 0.05 BTC pra minha carteira externa ha 5 horas e ainda nao apareceu, o status continua processando",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Depósitos e saques,14/Jun/26 4:27 AM,"14/Jun/26 5:04 AM;maxyjulio18@gmail.com;Olá, entendo a preocupação com esse tempo de espera. Vou escalar seu caso para nosso time técnico verificar o status da transação diretamente na blockchain.","14/Jun/26 6:18 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed;por favor, é um valor importante pra mim","14/Jun/26 7:01 AM;maxyjulio18@gmail.com;Compreendo totalmente. Já priorizamos a análise. Assim que localizarmos informações sobre a transação, entramos em contato com você.",,,
posso fazer varios depositos no mesmo dia,"queria fazer alguns depositos pequenos ao longo do dia em vez de um so grande, isso é permitido",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Depósitos e saques,10/Jul/26 1:04 PM,"10/Jul/26 1:45 PM;maximilianojavierjulio@gmail.com;Olá! Sim, você pode realizar quantos depósitos quiser ao longo do dia, respeitando apenas o limite diário total da sua conta.","10/Jul/26 2:24 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8;entendi, obrigado pela confirmação",,,,
quero configurar uma senha adicional so pra saques,"vi em outro app que da pra colocar uma senha extra so pra confirmar saques, aqui na Tokenia tem isso",High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889,maxyjulio18@gmail.com,Tokenia Email,General request,Segurança da conta,11/Jan/25 6:39 AM,"11/Jan/25 8:25 AM;maxyjulio18@gmail.com;Olá! Sim, você pode ativar a confirmação adicional para saques em Configurações > Segurança > Confirmação de saque, que vai pedir uma verificação extra sempre que uma solicitação de saque for feita.","11/Jan/25 9:02 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889;otimo, vou ativar agora mesmo. obrigado",,,,
quero entender melhor as opções de segurança disponiveis,vi que tem varias opções na aba de segurança e queria uma explicação geral de cada uma antes de configurar,Medium,Waiting for Agent,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Segurança da conta,4/May/25 7:23 PM,"6/May/25 12:09 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;boa tarde, vi varias opções na aba de segurança do app e queria entender melhor cada uma antes de mexer",,,,,
como sei qual é a rede correta pra sacar minha cripto,"vou sacar USDT pra uma carteira externa mas nao sei qual rede escolher, tem varias opções",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxi220julio@gmail.com,Tokenia App,Service Request,Carteira e endereços,16/Jan/26 8:49 AM,16/Jan/26 10:38 AM;maxi220julio@gmail.com;Olá! A rede escolhida no saque precisa ser exatamente a mesma suportada pela sua carteira de destino. Você pode verificar isso diretamente no aplicativo da sua carteira externa antes de confirmar o saque aqui.,16/Jan/26 10:52 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;vou verificar la e volto pra fazer o saque certo. obrigado,,,,
queria gerar um novo endereço mas desisti,ia gerar um novo endereço de deposito mas percebi que ja tinha um valido,Low,Canceled,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxyjulio18@gmail.com,Tokenia Email,General request,Carteira e endereços,7/Jul/26 7:37 AM,"7/Jul/26 9:42 AM;maxyjulio18@gmail.com;Olá! Sem problemas, seu endereço atual continua válido para novos depósitos a qualquer momento.",,,,,
grafico de precos nao atualiza em tempo real,"o grafico de bitcoin fica parado, so atualiza quando eu saio e entro de novo na tela",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maxi220julio@gmail.com,Tokenia App,Service Request,Problemas técnicos do app/site,23/Mar/25 3:08 PM,23/Mar/25 4:28 PM;maxi220julio@gmail.com;Olá! Obrigado por reportar. Você pode tentar verificar se está com a versão mais recente do app instalada? Corrigimos uma instabilidade parecida em uma atualização recente.,"23/Mar/25 5:25 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;atualizei o app e agora o grafico ta atualizando normal, obrigado",,,,
não consigo fazer upload de documentos pelo site,tento anexar meus documentos de verificação pelo site mas o botao de upload nao responde,High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxyjulio18@gmail.com,Tokenia App,Service Request,Problemas técnicos do app/site,8/Nov/24 10:30 AM,"8/Nov/24 11:44 AM;maxyjulio18@gmail.com;Olá, obrigado por avisar. Já identificamos outros relatos parecidos com o upload pelo site e nosso time técnico está investigando. Enquanto isso, você conseguiria tentar enviar os documentos pelo aplicativo mobile?",8/Nov/24 12:02 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;vou tentar pelo app agora,,,,
app ficou completamente fora do ar por um tempo,"o app nao abria de jeito nenhum hoje de manha, ficava so carregando e travava, fiquei preocupado com meu saldo",Highest,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631,maxyjulio18@gmail.com,Tokenia Web,Service Request,Problemas técnicos do app/site,9/Feb/25 12:55 PM,"9/Feb/25 1:27 PM;maxyjulio18@gmail.com;Olá, pedimos desculpas pelo transtorno. Tivemos uma instabilidade pontual em nossos servidores hoje de manhã, já totalmente normalizada. Seu saldo e histórico não foram afetados em nenhum momento.","9/Feb/25 2:01 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631;que bom, ja esta abrindo normal aqui agora. obrigado pela explicação",,,,
quero saber se meus dados ficam protegidos na plataforma,sou novo aqui e antes de colocar meus documentos queria entender como voces protegem os dados dos usuarios,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Segurança da conta,2/May/25 5:50 AM,"2/May/25 9:36 AM;maxyjulio18@gmail.com;Olá! Utilizamos criptografia em todas as etapas de armazenamento e transmissão de dados, além de seguir boas práticas de segurança da informação reconhecidas pelo mercado. Seus documentos ficam armazenados de forma protegida e acessados apenas pela equipe autorizada.","2/May/25 10:56 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;que bom, fico mais tranquilo entao. obrigado",,,,
recebi confirmação de troca de senha que eu não fiz,"recebi um email confirmando que minha senha foi alterada mas eu nao mudei nada, fiquei muito preocupado",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Segurança da conta,3/Feb/25 3:24 PM,"3/Feb/25 3:43 PM;maxyjulio18@gmail.com;Olá, agradecemos muito por nos avisar imediatamente. Já bloqueamos sua conta por precaução e vou escalar seu caso agora para nosso time de segurança investigar o que ocorreu.","3/Feb/25 5:11 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da;por favor, preciso entender se alguem acessou minha conta",3/Feb/25 6:25 PM;maxyjulio18@gmail.com;Entendemos a gravidade da situação. Nosso time vai analisar os registros de acesso da sua conta com prioridade máxima e retornar com informações detalhadas em breve.,,,
recomendação de senha forte,queria uma dica de como criar uma senha bem segura pra minha conta,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxi220julio@gmail.com,Tokenia Email,General request,Segurança da conta,11/Mar/24 2:17 AM,"11/Mar/24 4:15 AM;maxi220julio@gmail.com;Olá! Recomendamos uma senha com pelo menos 10 caracteres, misturando letras maiúsculas, minúsculas, números e símbolos, evitando dados pessoais óbvios como data de nascimento.","11/Mar/24 4:55 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;otimo, vou trocar a minha seguindo essas dicas. obrigado",,,,
quero remover um dispositivo antigo da lista de sessões,"vi na lista de sessões ativas um celular antigo que nao uso mais, tentei remover mas nao sai da lista",Medium,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxi220julio@gmail.com,Portal Tokenia,Service Request,Segurança da conta,23/Jul/24 1:48 AM,"23/Jul/24 3:20 AM;maxi220julio@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade pontual para remover sessões antigas em alguns casos e nosso time técnico já está verificando. Vamos te atualizar assim que for resolvido.","23/Jul/24 3:58 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;ok, fico no aguardo entao",,,,
posso ver o saldo de cada criptomoeda separadamente,"queria ver quanto eu tenho de cada cripto separado, nao so o valor total em reais",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxi220julio@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,10/Oct/25 12:47 AM,"11/Oct/25 2:47 AM;maxi220julio@gmail.com;Olá! Sim, na seção 'Carteira' você encontra o saldo detalhado de cada criptomoeda individualmente, além do valor total convertido em reais.","11/Oct/25 4:12 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;achei, era isso mesmo que eu precisava. obrigado",,,,
o endereço de deposito é o mesmo pra todas as redes,queria confirmar se o endereço que eu tenho serve pra qualquer rede ou muda conforme a rede escolhida,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maxi220julio@gmail.com,Tokenia App,Service Request,Carteira e endereços,17/Jun/24 1:12 AM,"17/Jun/24 10:45 PM;maxi220julio@gmail.com;Olá! O endereço muda conforme a rede selecionada. Cada rede (TRC20, ERC20, BEP20 por exemplo) gera um endereço próprio, então é importante sempre conferir qual rede está selecionada antes de depositar.","17/Jun/24 11:27 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;entendi, vou ficar atento a isso. obrigado",,,,
saldo de cripto sumiu da minha carteira sem eu fazer nada,"entrei hoje e o saldo de ethereum que eu tinha simplesmente nao aparece mais, nao fiz nenhuma venda ou saque",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,12/Oct/25 12:07 PM,"12/Oct/25 1:05 PM;maxyjulio18@gmail.com;Olá, entendemos a preocupação. Esse tipo de situação precisa de uma verificação detalhada no histórico da sua conta. Vou escalar seu caso agora para nosso time técnico investigar com prioridade.","12/Oct/25 1:57 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631;por favor, é um valor que eu guardei ha meses",12/Oct/25 2:47 PM;maxyjulio18@gmail.com;Compreendemos totalmente. Vamos analisar todo o histórico de movimentações da sua conta e retornar assim que tivermos uma explicação clara.,,,
